0,1000.0,1000.0,1000.0
1,922.0,918.0,927.0
2,849.0,844.0,855.0
3,788.0,781.0,794.0
4,741.0,734.0,751.0
5,694.0,690.0,702.0
6,658.0,652.0,663.0
7,624.0,614.0,634.0
8,594.0,585.0,603.0
9,569.0,558.0,582.0
10,548.0,538.0,562.0
11,526.0,513.0,538.0
12,506.0,496.0,519.0
13,492.0,483.0,504.0
14,478.0,470.0,497.0
15,465.0,453.0,481.0
16,453.0,442.0,470.0
17,442.0,434.0,459.0
18,434.0,424.0,448.0
19,428.0,419.0,439.0
20,421.0,414.0,429.0
21,415.0,408.0,426.0
22,410.0,401.0,418.0
23,405.0,398.0,414.0
24,401.0,395.0,411.0
25,398.0,391.0,410.0
26,395.0,388.0,406.0
27,392.0,385.0,402.0
28,388.0,382.0,400.0
29,386.0,380.0,399.0
30,384.0,378.0,394.0
31,382.0,375.0,393.0
32,379.0,372.0,390.0
33,378.0,370.0,388.0
34,375.0,367.0,386.0
35,373.0,367.0,383.0
36,371.0,364.0,383.0
37,369.0,362.0,381.0
38,368.0,362.0,377.0
