0,48.28344116978073
1,48.31297889918491
2,48.37372347597255
3,48.49024349135614
4,48.55935189414014
5,48.6088353880554
6,48.710618117856356
7,48.792917081222164
8,48.88042596176333
9,48.952404654881406
10,49.02644219043077
11,49.08941453687147
12,49.20630291037042
13,49.21418579609009
14,49.21684364516557
15,49.22805482633461
16,49.27324993296338
17,49.28282089461575
18,49.27718378195333
19,49.30445906473196
20,49.31976237259441
21,49.337649837415036
22,49.34592876847916
23,49.36711151612148
24,49.391730386467124
25,49.39080837077884
26,49.40338595945337
27,49.40919997767528
28,49.4324710331907
29,49.439367143481604
30,49.433934725846015
31,49.42612486706278
32,49.44729768998883
33,49.460560128988334
34,49.42447058437147
35,49.4466457791684
36,49.46104906198273
37,49.493040856702024
38,49.493040856702024
