0,48.2336643342594
1,48.2781317025577
2,48.33898957596527
3,48.43024072928999
4,48.42797575449108
5,48.460395553633006
6,48.536567081591926
7,48.55384376079873
8,48.664177380727196
9,48.64034198938855
10,48.65065255488789
11,48.69172802988973
12,48.76338246359538
13,48.76844025947683
14,48.83871792294547
15,48.85967122171542
16,48.85754184452889
17,48.924634968732384
18,48.942512466397424
19,48.97060410890753
20,48.993338990816085
21,49.04611574950454
22,49.08628709903806
23,49.1257832206478
24,49.1483625022224
25,49.15776616829418
26,49.200142467736434
27,49.25612394153802
28,49.28174621648895
29,49.3217913075905
30,49.30657517159758
31,49.315624104953244
32,49.32371197176387
33,49.339498703310774
34,49.346721619333465
35,49.34725711859579
36,49.33828420691695
37,49.35955569695778
38,49.36762178498998
