0,6.963076923076923,24.243625
1,6.715076923076923,23.11435
2,6.521846153846154,22.3493
3,6.377230769230769,21.69585
4,6.214153846153846,20.97985
5,6.048615384615385,20.2767
6,5.929230769230769,19.765275
7,5.826461538461539,19.2906
8,5.739076923076923,18.8546
9,5.657846153846154,18.50085
10,5.598769230769231,18.22135
11,5.555076923076923,18.001875
12,5.529230769230769,17.8407
13,5.48,17.64835
14,5.4258461538461535,17.3934
15,5.395692307692308,17.255825
16,5.370461538461538,17.1502
17,5.348923076923077,17.061275
18,5.332923076923077,16.985025
19,5.30523076923077,16.89965
20,5.286769230769231,16.83225
21,5.272615384615385,16.78
22,5.256,16.696775
23,5.248615384615385,16.648575
24,5.240615384615385,16.587825
25,5.227692307692307,16.52845
26,5.219076923076923,16.47855
27,5.212923076923077,16.435675
28,5.2,16.399675
29,5.190769230769231,16.3684
30,5.182769230769231,16.3312
31,5.176615384615385,16.30465
32,5.163076923076923,16.25735
33,5.157538461538461,16.240625
34,5.145846153846154,16.203625
35,5.140923076923077,16.165125
36,5.134153846153846,16.142725
37,5.128,16.11465
38,5.124923076923077,16.10045
