0,1000.0,1000.0,1000.0
1,919.0,916.0,924.0
2,853.0,850.0,857.0
3,794.0,782.0,808.0
4,746.0,738.0,755.0
5,701.0,687.0,714.0
6,661.0,654.0,672.0
7,629.0,618.0,640.0
8,598.0,585.0,609.0
9,570.0,555.0,585.0
10,545.0,534.0,556.0
11,523.0,515.0,535.0
12,506.0,497.0,517.0
13,492.0,478.0,499.0
14,476.0,465.0,486.0
15,466.0,455.0,475.0
16,455.0,442.0,466.0
17,446.0,429.0,456.0
18,436.0,421.0,450.0
19,427.0,411.0,441.0
20,419.0,402.0,434.0
21,413.0,395.0,427.0
22,405.0,389.0,419.0
23,399.0,382.0,412.0
24,396.0,377.0,408.0
25,390.0,377.0,400.0
26,385.0,375.0,396.0
27,381.0,371.0,392.0
28,379.0,368.0,388.0
29,376.0,367.0,385.0
30,372.0,363.0,381.0
31,369.0,358.0,380.0
32,365.0,357.0,377.0
33,364.0,356.0,376.0
34,362.0,354.0,374.0
35,358.0,352.0,372.0
36,356.0,347.0,370.0
37,353.0,345.0,367.0
38,352.0,344.0,365.0
