0,0.0,4085.0,2.513846153846154,194825.0,4.870625,0.04094489212418864,46.072174163267455
0,1.0,1383.0,0.8510769230769231,167764.0,4.1941,0.041221239678155434,55.41108363865905
0,2.0,2384.0,1.4670769230769232,183127.0,4.578175,0.041170111858714685,50.18787725039206
0,3.0,887.0,0.5458461538461539,103529.0,2.588225,0.041189677480513366,48.345893915766574
0,4.0,2268.0,1.3956923076923078,225411.0,5.635275,0.041081227626585136,52.32809944791228
0,5.0,2458.0,1.5126153846153847,139232.0,3.4808,0.041165283172667794,45.529549564950436
0,6.0,1325.0,0.8153846153846154,129675.0,3.241875,0.041234172320421474,48.93277052760492
0,7.0,1419.0,0.8732307692307693,204141.0,5.103525,0.04115882765852792,42.63887610103378
1,0.0,3968.0,2.441846153846154,188768.0,4.7192,0.04115110202750081,46.3042064898095
1,1.0,1365.0,0.84,164332.0,4.1083,0.041287841488146994,55.50061220433885
1,2.0,2335.0,1.436923076923077,178759.0,4.468975,0.04121583596215234,50.24361661050331
1,3.0,866.0,0.5329230769230769,101086.0,2.52715,0.0413697606502292,48.55726439379995
1,4.0,2226.0,1.369846153846154,220042.0,5.50105,0.04103648446090836,52.27110687591734
1,5.0,2450.0,1.5076923076923077,138748.0,3.4687,0.04122603876657098,45.59674635337918
1,6.0,1310.0,0.8061538461538461,127395.0,3.184875,0.041345577446645174,49.064975472443926
1,7.0,1395.0,0.8584615384615385,198693.0,4.967325,0.04133336777225302,42.81969257971311
2,0.0,3903.0,2.401846153846154,185403.0,4.635075,0.041206428759644115,46.36646145512872
2,1.0,1356.0,0.8344615384615385,162616.0,4.0654,0.04132431106855081,55.54963593544933
2,2.0,2293.0,1.4110769230769231,175015.0,4.375375,0.041248433738874726,50.283354496627915
2,3.0,857.0,0.5273846153846153,100039.0,2.500975,0.04134944424172892,48.5334182510238
2,4.0,2202.0,1.355076923076923,216974.0,5.42435,0.041153121339087446,52.41967561432328
2,5.0,2394.0,1.4732307692307691,135360.0,3.384,0.041453789247391334,45.84864251455599
2,6.0,1286.0,0.7913846153846154,123747.0,3.093675,0.04144302949766513,49.18062224262639
2,7.0,1377.0,0.8473846153846154,194607.0,4.865175,0.04136530024082566,42.85277332201135
3,0.0,3851.0,2.369846153846154,182711.0,4.567775,0.04125487541836751,46.42097479690437
3,1.0,1341.0,0.8252307692307692,159756.0,3.9939,0.04152139080411575,55.81455765532329
3,2.0,2272.0,1.398153846153846,173143.0,4.328575,0.041242849710961364,50.276547361674275
3,3.0,842.0,0.5181538461538462,98294.0,2.45735,0.041300082411278034,48.47548038978184
3,4.0,2178.0,1.3403076923076922,213906.0,5.34765,0.041219527907969226,52.50426241323851
3,5.0,2354.0,1.4486153846153846,132940.0,3.3235,0.04151400087789858,45.91523766960612
3,6.0,1280.0,0.7876923076923077,122835.0,3.070875,0.041417737390837005,49.15060799012817
