0,48.39460287554297
1,48.5377575273397
2,48.657537558656124
3,48.76717723977031
4,48.81992135727283
5,48.91595517342878
6,48.953336295756
7,48.98112925699696
8,49.03369803550975
9,49.07543321695994
10,49.132704938114266
11,49.19706262551085
12,49.200269805200755
13,49.213053526864364
14,49.26210843285048
15,49.235481374570085
16,49.26939500604598
17,49.26593630539099
18,49.286206872917916
19,49.26550443465841
20,49.29555640535595
21,49.275462617098945
22,49.276013700599016
23,49.23936628113729
24,49.281258544400245
25,49.28130404639318
26,49.294448137143796
27,49.30229601817898
28,49.32387492308477
29,49.33484456986214
30,49.331940144013686
31,49.325626872618116
32,49.33662529084556
33,49.31830535956199
34,49.33194480270852
35,49.31760360088968
36,49.31741741890602
37,49.31936291298014
38,49.33360435023416
