0,1000.0,1000.0,1000.0
1,928.0,924.0,931.0
2,867.0,862.0,873.0
3,815.0,805.0,826.0
4,772.0,760.0,787.0
5,738.0,723.0,756.0
6,707.0,689.0,724.0
7,675.0,649.0,692.0
8,654.0,633.0,667.0
9,636.0,617.0,643.0
10,618.0,596.0,628.0
11,601.0,583.0,612.0
12,589.0,572.0,599.0
13,577.0,560.0,590.0
14,566.0,549.0,578.0
15,558.0,539.0,569.0
16,548.0,530.0,560.0
17,538.0,524.0,550.0
18,533.0,520.0,543.0
19,527.0,514.0,534.0
20,522.0,508.0,531.0
21,518.0,504.0,528.0
22,514.0,499.0,523.0
23,508.0,495.0,520.0
24,505.0,491.0,515.0
25,502.0,490.0,509.0
26,500.0,489.0,507.0
27,496.0,486.0,503.0
28,493.0,482.0,500.0
29,490.0,477.0,500.0
30,488.0,476.0,497.0
31,486.0,474.0,496.0
32,484.0,472.0,492.0
33,481.0,471.0,492.0
34,481.0,470.0,492.0
35,480.0,467.0,489.0
36,478.0,465.0,488.0
37,476.0,463.0,486.0
38,474.0,460.0,485.0
