0,48.265652948543945
1,48.362308372754725
2,48.49902954791887
3,48.55895753623122
4,48.59436322476445
5,48.6251372892139
6,48.69153687348931
7,48.69601294846589
8,48.73590456510209
9,48.752519891576924
10,48.750270719061874
11,48.77121486567755
12,48.784872430115016
13,48.81115301396242
14,48.79951792509615
15,48.81322690251944
16,48.883282003888056
17,48.883863816485686
18,48.877361407562546
19,48.92623460388754
20,48.95165614477562
21,48.96152432130598
22,48.95159436581558
23,48.98285236239162
24,48.96568921307369
25,48.95527199980516
26,48.959283077491634
27,48.958030888615696
28,48.950666960585615
29,48.965735974133544
30,48.99265670852019
31,48.98983735265043
32,48.99148532127118
33,48.984531028481115
34,49.01901355656379
35,49.03452286669986
36,49.03183964052852
37,49.02215508442981
38,49.00582884768226
