0,48.299946783272965
1,48.40489947234682
2,48.52138056162805
3,48.61728755496888
4,48.62580310758291
5,48.70710646280276
6,48.78112129619275
7,48.84278898878023
8,48.893988688784795
9,48.92540582491231
10,48.91852100427776
11,48.93406470825044
12,48.97559170903327
13,49.01152436239518
14,49.05172959607838
15,49.07068014041272
16,49.05931772080513
17,49.055052315870526
18,49.07763203841245
19,49.05809261074066
20,49.065838174243886
21,49.07159282119217
22,49.05662068771401
23,49.089347107381194
24,49.0820040304559
25,49.10745199066986
26,49.1236275642484
27,49.18083233098254
28,49.17632744382155
29,49.19197437516504
30,49.206525881101015
31,49.22058901635449
32,49.22255042715453
33,49.23771170653193
34,49.25857413221209
35,49.26610450110859
36,49.25725363954382
37,49.27395444908113
38,49.28340298145739
