0,48.2795225811649
1,48.36243147241311
2,48.435557584651804
3,48.461397454680316
4,48.50719195476701
5,48.57437130614162
6,48.57037080320082
7,48.61102004060366
8,48.6698710768583
9,48.68219780035512
10,48.714012612471855
11,48.740666283624705
12,48.79761223460472
13,48.83400711472821
14,48.87063615526587
15,48.904912483480814
16,48.90459058596772
17,48.92251080563499
18,48.94556999834634
19,48.948775340880395
20,48.963768845480224
21,48.97703411082893
22,48.970442108459544
23,49.00032134996514
24,49.013530569992106
25,49.03977161624585
26,49.03891204126387
27,49.0426018673572
28,49.047105082750775
29,49.02830935806677
30,49.02382619560329
31,49.05395310074995
32,49.068717895800965
33,49.07331470548778
34,49.07267192464837
35,49.09347977059662
36,49.12740734442827
37,49.12667032820134
38,49.14089572860165
