0,1850,19,0.038461538461538464,0.10761653163080245,1.0
1,6,670,0.09923076923076923,0.11188270082054133,1.0
2,1658,415,0.17846153846153845,0.025914201441712068,1.0
3,1326,15,0.06230769230769231,0.0894311755479488,1.0
4,262,244,0.1123076923076923,0.16142507261902303,1.0
5,598,926,0.06076923076923077,0.20678993388954212,1.0
6,1594,828,0.09692307692307692,0.13758938251183447,1.0
7,835,347,0.08538461538461538,0.1447615236383419,1.0
8,300,847,0.10307692307692308,0.03033748800065915,1.0
9,773,264,0.11153846153846154,0.05595221528616016,1.0
10,286,236,0.14846153846153845,0.15108628627373918,1.0
11,45,307,0.010769230769230769,0.14226607471858618,1.0
12,1654,201,0.11076923076923077,0.021424006848824825,1.0
13,256,494,0.11692307692307692,0.08840286057506586,1.0
14,341,520,0.07230769230769231,0.11098776729345998,1.0
15,264,191,0.11076923076923077,0.1240920258452914,1.0
16,740,164,0.07769230769230769,0.08575064128674945,1.0
17,509,146,0.08076923076923077,0.13106624596673197,1.0
18,660,655,0.06846153846153846,0.1206307101243551,1.0
19,1404,542,0.06076923076923077,0.07307724720289427,1.0
20,311,177,0.09846153846153846,0.12318133893692043,1.0
21,1628,458,0.11153846153846154,0.12027581652230382,1.0
22,1166,681,0.10923076923076923,0.06445010288049481,1.0
23,1663,193,0.040769230769230766,0.2042395197561718,1.0
24,1166,219,0.11384615384615385,0.16893406283572387,1.0
25,914,0,0.07846153846153846,0.11938494720940157,1.0
26,478,248,0.09923076923076923,0.11048899528215349,1.0
27,1603,139,0.12846153846153846,0.06315303126179202,1.0
28,952,817,0.052307692307692305,0.1378142995663317,1.0
29,216,192,0.1453846153846154,0.11398848003436512,1.0
30,756,164,0.11538461538461539,0.014978035894480546,1.0
31,1396,455,0.10230769230769231,0.09699779095283949,1.0
32,943,719,0.11615384615384615,0.1645028424291857,1.0
33,731,707,0.09461538461538462,0.16428209277874473,1.0
34,1785,243,0.09461538461538462,0.05730627104275525,1.0
35,1370,683,0.09923076923076923,0.12674667237020276,1.0
36,708,449,0.10538461538461538,0.10980278136788627,1.0
