0,1000.0
1,912.0
2,844.0
3,784.0
4,731.0
5,684.0
6,642.0
7,605.0
8,573.0
9,542.0
10,518.0
11,502.0
12,482.0
13,457.0
14,437.0
15,414.0
16,402.0
17,390.0
18,378.0
19,365.0
20,353.0
21,344.0
22,332.0
23,320.0
24,313.0
25,310.0
26,305.0
27,299.0
28,294.0
29,288.0
30,283.0
31,278.0
32,273.0
33,267.0
34,261.0
35,257.0
36,252.0
37,248.0
38,244.0
