0,48.215142225856866
1,48.289946988880104
2,48.354279083269766
3,48.4339885971867
4,48.45244964017017
5,48.53755662980778
6,48.636009539754156
7,48.69078943857512
8,48.73588866209238
9,48.77001387382282
10,48.820800621177064
11,48.84378029231563
12,48.880819550566464
13,48.88867407396987
14,48.89924269232437
15,48.90738955325813
16,48.91723082297867
17,48.9385129955913
18,48.96659151490577
19,48.99981029542037
20,49.03312380397309
21,48.994624560834836
22,49.01372540100397
23,49.024896260983134
24,49.03975406347463
25,49.05423595116542
26,49.09519633287588
27,49.08995058107872
28,49.07843608901081
29,49.087541284407955
30,49.109442261552886
31,49.12872932873974
32,49.13901671142697
33,49.17657679514288
34,49.16970376764797
35,49.16895272234086
36,49.174823712970834
37,49.18111193966445
38,49.162726839157806
