0,1000.0,1000.0,1000.0
1,924.0,920.0,927.0
2,858.0,850.0,863.0
3,807.0,786.0,815.0
4,756.0,736.0,764.0
5,715.0,694.0,725.0
6,679.0,662.0,690.0
7,646.0,627.0,653.0
8,614.0,595.0,619.0
9,586.0,572.0,596.0
10,560.0,548.0,569.0
11,537.0,524.0,550.0
12,519.0,508.0,530.0
13,503.0,491.0,517.0
14,490.0,481.0,501.0
15,478.0,465.0,493.0
16,464.0,451.0,478.0
17,453.0,442.0,465.0
18,443.0,434.0,453.0
19,435.0,428.0,446.0
20,429.0,419.0,436.0
21,423.0,415.0,429.0
22,417.0,406.0,425.0
23,413.0,402.0,421.0
24,410.0,396.0,418.0
25,407.0,392.0,416.0
26,401.0,388.0,411.0
27,399.0,387.0,410.0
28,394.0,380.0,406.0
29,390.0,374.0,403.0
30,387.0,373.0,400.0
31,384.0,369.0,398.0
32,381.0,366.0,397.0
33,377.0,362.0,392.0
34,375.0,362.0,387.0
35,374.0,360.0,384.0
36,371.0,357.0,382.0
37,369.0,354.0,378.0
38,367.0,354.0,376.0
